developer,publisher,price,release_year
Cyan Worlds,Cyan Worlds,5.99,2011
Petroglyph,Petroglyph,2.99,2011
Reality Pump Studios,"Topware Interactive, ACE",19.99,2011
Jellyvision,Nordic Games,,2011
Eden Studios,Atari,19.99,2011
NeoCoreGames,Paradox Interactive,3.99,2011
Positech Games,Positech Games,6.99,2011
NeoCoreGames,Paradox Interactive,3.99,2011
Realmforge Studios,Kalypso Media Digital,9.99,2011
"Arcen Games, LLC","Arcen Games, LLC",4.99,2011
DTP,Valusoft,19.99,2011
Stainless Games,Electronic Arts,9.99,2011
Fakt Software,Viva Media,4.99,2011
Gaijin Games,Gaijin Games,9.99,2011
"Kaos Studios,Digital Extremes",Deep Silver,19.99,2011
Red Redemption,Red Redemption,9.99,2011
Copenhagen Game Collective,Copenhagen Game Productions,2.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",0.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",0.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",2.99,2011
"Relic Entertainment,Feral interactive (Mac/Linux)","SEGA, Feral interactive (Mac/Linux)",0.99,2011
"Relic Entertainment,Feral interactive (Mac/Linux)","SEGA, Feral interactive (Mac/Linux)",0.99,2011
Trion Worlds,Trion Worlds,Free,2013
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",29.99,2011
Stout Games,Stout Games,3.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",2.99,2011
Black Lion Studios,Viva Media,9.99,2011
Colossal Order Ltd.,Paradox Interactive,3.99,2011
VStep,Paradox Interactive,3.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",6.99,2011
SimBin,SimBin,3.99,2011
11 bit studios,11 bit studios,9.99,2011
Ntronium Games,Iceberg Interactive,14.99,2010
Martin Ivanov,Paradox Interactive,9.99,2011
Realmforge Studios,Kalypso Media Digital,3.99,2011
800 North and Digital Ranch,800 North and Digital Ranch,9.99,2011
Gaming Minds Studios,Kalypso Media Digital,9.99,2011
Valve,Valve,19.99,2011
Arrowhead Game Studios,Paradox Interactive,4.99,2011
Coffee Stain Studios,Coffee Stain Publishing,9.99,2011
1C:InoCo,Paradox Interactive,19.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",2.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",9.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",2.99,2011
Mode 7,Mode 7,24.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",2.99,2011
inner seas,inner seas,4.99,2011
inXile Entertainment,Bethesda Softworks,4.99,2011
Fatshark,Fatshark,9.99,2011
The Sims Studio,Electronic Arts,19.99,2011
Colossal Order Ltd.,Paradox Interactive,5.99,2011
Arrowhead Game Studios,Paradox Interactive,0.99,2011
Behaviour,Atari,1.99,2011
Microids,Microids,7.99,2009
Microids,Microids,7.99,2005
Treyarch,Activision,14.99,2011
Obsidian Entertainment,Square Enix,14.99,2011
Gearbox Software,2K Games,19.99,2011
Red Duck Inc.,En Masse Entertainment,Free,2011
Cryptic Studios,Perfect World Entertainment,Free,2009
Grey Havens,,Free,2011
"Apus Software,Three Donkeys LLC",Three Donkeys LLC,9.99,2011
Colossal Order Ltd.,Paradox Interactive,3.99,2011
Reality Pump Studios,Topware Interactive,9.99,2011
Peter Brinson and Kurosh ValaNejad,Peter Brinson and Kurosh ValaNejad,Free,2011
Stainless Games Ltd,Wizards of the Coast LLC,19.99,2011
Bacon Wrapped Games,NinjaBee.com,9.99,2011
Cold Beam Games,Cold Beam Games,4.99,2011
Mode 7,Mode 7,5.99,2011
Murudai,Murudai,9.99,2011
Totem Games,Strategy First,9.99,2011
Totem games,Strategy First,9.99,2011
Arrowhead Game Studios,Paradox Interactive,2.99,2011
Totem Games,Strategy First,9.99,2011
Day 1 Studios,Warner Bros. Interactive Entertainment,19.99,2011
Arrowhead Game Studios,Paradox Interactive,1.99,2011
Arrowhead Game Studios,Paradox Interactive,1.99,2011
N3V Games,N3V Games,19.99,2011
Arrowhead Game Studios,Paradox Interactive,1.99,2011
Paradox Interactive,Paradox Interactive,1.99,2011
Bedlam Games,Atari,14.99,2011
SimBin,SimBin,3.99,2011
Giants Software,Giants Software,6.99,2011
Paradox Interactive,Paradox Interactive,1.99,2011
Paradox Development Studio,Paradox Interactive,4.99,2011
Team17 Digital Ltd,Team17 Digital Ltd,4.99,2011
Team17 Digital Ltd,Team17 Digital Ltd,4.99,2011
Team17 Digital Ltd,Team17 Digital Ltd,4.99,2011
Realmforge Studios,Kalypso Media Digital,2.99,2011
Team17 Digital Ltd,Team17 Digital Ltd,4.99,2011
Telltale Games,Telltale Games,9.99,2011
Tripwire Interactive,Tripwire Interactive,7.99,2011
Ageod,Slitherine Ltd.,3.99,2011
Secret Base,Secret Base,0.99,2011
Obsidian Entertainment,Bethesda Softworks,4.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",6.99,2011
1C: Maddox Games,1C Company,,2011
YeaBoing,YeaBoing,4.99,2011
Dovetail Games,Dovetail Games - Trains,8.99,2011
"Kaos Studios,Digital Extremes",Crytek GmbH,0.99,2011
Mystic Box,Mystic Box,9.99,2011
Digitalmindsoft,"1C Company, 1C-SoftClub",1.99,2011
"Dejobaan Games, LLC","Dejobaan Games, LLC",1.99,2011
Lunar Giant,Lunar Giant Studios,0.99,2011
Extend Studio,ORiGO GAMES,0.99,2011
Colossal Order Ltd.,Paradox Interactive,2.99,2011
HeR Interactive,HeR Interactive,6.99,2010
Bohemia Interactive,Bohemia Interactive,4.99,2011
Zachtronics,Zachtronics,1.99,2011
Haemimont Games,Kalypso Media Digital,14.99,2011
HeR Interactive,HeR Interactive,6.99,2011
HeR Interactive,HeR Interactive,6.99,2010
Total Eclipse,Total Eclipse,6.99,2011
Ageod,Slitherine Ltd.,3.99,2011
Two Tribes,Two Tribes Publishing,6.99,2011
"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",4.99,2011
"Firaxis Games,Aspyr (Mac, Linux)","2K Games, Aspyr (Mac, Linux)",4.99,2011
Coffee Stain Studios,Coffee Stain Publishing,9.99,2011
exosyphen studios,exosyphen studios,4.99,2011
MinMax Games Ltd.,MinMax Games Ltd.,9.99,2011
TimeGate Studios,Atari,3.99,2011
TimeGate Studios,Atari,2.99,2011
TimeGate Studios,Atari,3.99,2011
"Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",6.99,2011
Obsidian Entertainment,Bethesda Softworks,4.99,2011
Three Rings,Three Rings,Free,2011
Hothead Games,Hothead Games,14.99,2011
Relic,SEGA,29.99,2011
1C Company,"1C Company, 1C-SoftClub",7.99,2011
Flying Wild Hog,Good Shepherd Entertainment,14.99,2012
Ageod,Slitherine Ltd.,3.99,2011
"Octane Games,Meridian4",Meridian4,9.99,2011
ACE Team,ATLUS USA,9.99,2011
Tripwire Interactive,Tripwire Interactive,19.99,2011
Colossal Order Ltd.,Paradox Interactive,5.99,2011
Stainless Games Ltd,Wizards of the Coast LLC,4.99,2011
Paradox Development Studio,Paradox Interactive,9.99,2011
PomPom,Pom Pom Games,4.99,2011
HeR Interactive,HeR Interactive,6.99,2010
Reality Pump Studios,Topware Interactive,9.99,2011
NGD Studios,NGD Studios,4.99,2011
Gearbox Software,2K Games,9.99,2011
Blackhole,Ubisoft,19.99,2011
Gas Powered Games,THQ Nordic,14.99,2011
Edmund McMillen and Florian Himsl,Edmund McMillen,4.99,2011
Giants Software,Giants Software,6.99,2011
1C-Avalon,1C Company,4.99,2011
Gas Powered Games,THQ Nordic,14.99,2007
Red Redemption,Red Redemption,18.99,2011
Steel Monkeys,Next Dimension Game Adventures Ltd.,1.99,2011
Red Redemption,Red Redemption,2.99,2011
Red Redemption,Red Redemption,4.99,2011
City Interactive,CI Games,1.99,2011
"Games Farm,3Division",Games Farm,5.99,2011
Red Redemption,Red Redemption,3.99,2011
Capcom Vancouver,Capcom,19.99,2011
Hothead Games,Hothead Games,1.99,2011
"Akella,.dat",Kalypso Media Digital,14.99,2011
Days of Wonder,"Days of Wonder, Asmodee Digital",Free,2011
Dovetail Games,Dovetail Games - Trains,8.99,2011
Double Fine Productions,Double Fine Productions,9.99,2011
The Sims Studio,Electronic Arts,19.99,2011
Positech Games,Positech Games,5.99,2011
"Vlambeer,Croteam",Devolver Digital,4.99,2011
Iridium Studios,,4.99,2011
Ideas Pad,Merge Games,4.99,2011
b-Alive,Kalypso Media Digital,9.99,2011
Spellbound Studios,THQ Nordic,14.99,2011
KTX Software,Signo &amp; Arte,8.99,2011
Robot Entertainment,Robot Entertainment,1.99,2011
Obsidian Entertainment,Square Enix,6.99,2011
Daybreak Game Company,Daybreak Game Company,Free,2011
Volition,THQ,,2011
"Haemimont Games,Feral Interactive (Mac)","Kalypso Media Digital, Feral Interactive (Mac)",2.99,2011
Devil's Details,SEGA,19.99,2011
HeR Interactive,HeR Interactive,6.99,2011
Robot Entertainment,Robot Entertainment,2.99,2011
"Infinity Ward,Sledgehammer Games,Aspyr (Mac)","Activision, Aspyr (Mac)",39.99,2011
"Team Bondi,Rockstar Leeds",Rockstar Games,19.99,2011
"Team Bondi,Rockstar Leeds",Rockstar Games,11.99,2011
Digitalmindsoft,"1C Company, 1C-SoftClub",1.99,2011
Final Form Games,,4.99,2011
Final Form Games,Final Form Games,2.99,2011
Trendy Entertainment,Trendy Entertainment,0.99,2011
Trendy Entertainment,,,2011
Trendy Entertainment,Trendy Entertainment,1.99,2011
Cipher Prime Studios,Cipher Prime Studios,6.99,2011
Arrowhead Game Studios,Paradox Interactive,2.99,2011
Digital Reality,THQ Nordic,9.99,2011
Arrowhead Game Studios,Paradox Interactive,1.99,2011
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",4.99,2011
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",1.59,2011
Arrowhead Game Studios,Paradox Interactive,5.99,2011
Paradox Interactive,Paradox Interactive,1.99,2011
Paradox Interactive,Paradox Interactive,1.99,2011
Unicorn Games Studio,1C Company,3.99,2010
Rocksteady Studios,Warner Bros. Interactive Entertainment,,2011
Stardock Entertainment,Stardock Entertainment,19.99,2011
"KrossRails,Dovetail Games",Dovetail Games -Trains,12.99,2011
Reloaded Productions,Reloaded Games,Free,2011
Wadjet Eye Games,Wadjet Eye Games,4.99,2012
Rocksteady Studios,Warner Bros. Interactive Entertainment,,2011
Digitalmindsoft,"1C Company, 1C-SoftClub",1.99,2011
Tripwire Interactive,Tripwire Interactive,7.99,2011
Team 6 Studios,Strategy First,9.99,2011
Ubisoft Montreal,Ubisoft,3.99,2011
Trendy Entertainment,Trendy Entertainment,1.99,2011
"Haemimont Games,Feral Interactive (Mac)","Kalypso Media Digital, Feral Interactive (Mac)",2.99,2011
"Vicious Cycle Software, Inc.","D3Publisher of America, Inc.",9.99,2011
Stainless Games Ltd,Wizards of the Coast LLC,2.99,2011
Relic,SEGA,0.99,2011
Relic,SEGA,0.99,2011
"Gaslamp Games, Inc.","Gaslamp Games, Inc.",2.99,2011
Relic,SEGA,0.99,2011
Nitro Games,Paradox Interactive,4.99,2011
Relic,SEGA,0.99,2011
Coffee Stain Studios,Coffee Stain Publishing,,2011
Egosoft,Egosoft,9.99,2011
Frozenbyte,Frozenbyte,19.99,2013
Trendy Entertainment,Trendy Entertainment,3.99,2011
ASTRO PORT,Nyu Media,,2011
NGD Studios,NGD Studios,,2011
ASTRO PORT,Nyu Media,5.99,2011
Lionhead Studios,Microsoft Studios,9.99,2011
Avalanche Studios,SEGA,2.99,2011
Fakt Software,Viva Media,2.99,2011
Trendy Entertainment,Trendy Entertainment,1.99,2011
Volition,Deep Silver,2.99,2011
Avalanche Studios,SEGA,4.99,2011
Relic,SEGA,2.99,2011
Relic,SEGA,2.99,2011
Relic,SEGA,2.99,2011
Relic,SEGA,2.99,2011
Relic,SEGA,9.99,2011
"D3Publisher of America, Inc.","D3Publisher of America, Inc.",0.99,2011
"D3Publisher of America, Inc.",,0.99,2011
"D3Publisher of America, Inc.","D3Publisher of America, Inc.",0.99,2011
Rocksteady Studios,Warner Bros. Interactive Entertainment,,2011
Rocksteady Studios,Warner Bros. Interactive Entertainment,,2011
"D3Publisher of America, Inc.","D3Publisher of America, Inc.",0.99,2011
Unigine Corp.,Unigine Corp.,7.99,2012
Dovetail Games,Dovetail Games - Trains,12.99,2012
NeocoreGames,Paradox Interactive,9.99,2012
NEOCORE GAMES,Paradox Interactive,4.99,2012
Croteam,Devolver Digital,9.99,2005
Lizsoft,Carpe Fulgur LLC,19.99,2012
Cryptic Studios,Perfect World Entertainment,Free,2010
Trendy Entertainment,Trendy Entertainment,2.99,2012
Trendy Entertainment,Trendy Entertainment,1.99,2012
"Coreplay GmbH,Bigmoon Studios",THQ Nordic,19.99,2012
RichMakeGame,RichMakeGame,9.99,2012
Paradox Development Studio,Paradox Interactive,9.99,2012
Q-Games Ltd.,Q-Games Ltd.,9.99,2012
Q-Games Ltd.,,5.99,2012
Owlchemy Labs,Owlchemy Labs,4.99,2012
Puppygames,Puppy Games,9.99,2012
Capcom Vancouver,Capcom,,2012
Capcom Vancouver,Capcom,,2012
inXile Entertainment,inXile Entertainment,0.99,2012
Paradox Development Studio,Paradox Interactive,39.99,2012
Paradox Interactive,Paradox Interactive,1.99,2012
Paradox Interactive,Paradox Interactive,1.99,2012
"WXP Games, LLC","WXP Games, LLC",1.99,2012
inXile Entertainment,inXile Entertainment,,2012
Remedy Entertainment,Remedy Entertainment,9.99,2012
Thomson Interactive,Dovetail Games - Trains,19.99,2010
Arrowhead Game Studios,Paradox Interactive,1.99,2012
Trashmasters,Akella,11.99,2011
Little Green Men Games,Iceberg Interactive,13.99,2012
Hitbox Team,Hitbox Team,3.99,2012
Wild Shadow Studios,Deca Games,Free,2012
Paradox Interactive,Paradox Interactive,1.99,2012
Volition,Deep Silver,6.99,2012
MumboJumbo,MumboJumbo,9.99,2012
Brandon Brizzi,Brandon Brizzi,4.99,2012
Ubisoft Montreal,Ubisoft,9.99,2012
"UBIart Montpellier,Feral Interactive (Mac)","Ubisoft, Feral Interactive (Mac)",19.99,2012
Med-Art,THQ Nordic,9.99,2012
Grey Havens,,5.99,2012
virtualRailroads,Dovetail Games - Trains,12.99,2012
Colossal Order Ltd.,Paradox Interactive,3.99,2012
Strange Loop Games,IndiePub,19.99,2012
Cobra Mobile,Cobra Mobile,4.99,2012
MumboJumbo,MumboJumbo,9.99,2012
Remedy Entertainment,Remedy Entertainment,9.99,2012
The Sims Studio,Electronic Arts,19.99,2012
Double Fine Productions,Double Fine Productions,9.99,2012
Bootsnake Games,Bootsnake Games,4.99,2012
Aerosoft GmbH,Dovetail Games - Trains,19.99,2012
Dovetail Games,Dovetail Games - Trains,8.99,2012
Tribute Games Inc.,Tribute Games Inc.,2.99,2012
Most Wanted Entertainment,Paradox Interactive,9.99,2012
Trickstar Games,Deep Silver,9.99,2012
Nimbly Games,Nimbly Games,4.99,2012
Trendy Entertainment,Trendy Entertainment,1.99,2012
SEGA,SEGA,4.99,2012
Trendy Entertainment,Trendy Entertainment,3.99,2012
3 Sprockets,3 Sprockets,3.99,2012
Cyan Worlds,Cyan Worlds,9.99,2012
Trendy Entertainment,Trendy Entertainment,0.99,2012
Strawdog Studios Ltd,Bounce Entertainment,4.99,2012
Nihon Falcom,XSEED Games,14.99,2012
Bohemia Interactive,Bohemia Interactive,8.99,2012
Eden Industries,Eden Industries,1.99,2012
Volition,Deep Silver,6.99,2012
PomPom Games,PomPom Games,4.99,2012
Trapdoor Inc.,Electronic Arts,9.99,2012
"Big Huge Games,38 Studios","38 Studios, Electronic Arts",9.99,2012
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",29.99,2012
Pendulo Studios,Focus Home Interactive,9.99,2012
Pixelante Game Studios,Pixelante Game Studios,4.99,2012
Fakt Software,Viva Media,2.99,2012
MumboJumbo,MumboJumbo,9.99,2012
MumboJumbo,MumboJumbo,9.99,2012
"Haemimont Games,Feral Interactive (Mac)","Kalypso Media Digital, Feral Interactive (Mac)",6.99,2012
Reality Pump,Topware Interactive,9.99,2012
Dovetail Games,Dovetail Games - Trains,8.99,2012
Trendy Entertainment,Trendy Entertainment,3.99,2012
BUGBEAR,BANDAI NAMCO Entertainment,9.99,2012
Longbow Games,Longbow Games,14.99,2012
Cyanide,Focus Home Interactive,9.99,2012
Dovetail Games,Dovetail Games - Trains,12.99,2012
David Williamson,David Williamson,6.99,2012
Trendy Entertainment,Trendy Entertainment,1.99,2012
TAO,TAO,Free,2012
BitSits Games,BitSits Games,Free,2012
Serious Brothers,Serious Brothers,19.99,2014
TikGames,Square Enix,6.99,2012
b-Alive,Kalypso Media Digital,5.99,2012
Piranha Bytes,Deep Silver,9.99,2012
Trendy Entertainment,Trendy Entertainment,3.99,2012
Piranha Bytes,Deep Silver,1.99,2012
Piranha Bytes,Deep Silver,4.99,2012
Devil's Details,SEGA,14.99,2012
Love Conquers All Games,Love Conquers All Games,9.99,2012
Signal Studios,Microsoft Studios,9.99,2012
Love Conquers All Games,Love Conquers All Games,4.99,2012
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",5.99,2012
Volition,Deep Silver,2.99,2012
Coffee Stain Studios,Coffee Stain Studios,,2012
Dovetail Games,Dovetail Games - Trains,19.99,2012
Days of Wonder,"Days of Wonder, Asmodee Digital",1.99,2012
Colossal Order Ltd.,Paradox Interactive,4.99,2012
Coreplay GmbH,THQ Nordic,4.99,2012
Croteam,Devolver Digital,19.99,2010
Croteam,Devolver Digital,4.99,2012
HeR Interactive,HeR Interactive,19.99,2012
Black Market Games,Black Market Games,3.99,2012
Dovetail Games,Dovetail Games - Trains,8.99,2012
Dovetail Games,Dovetail Games - Trains,12.99,2012
Slant Six Games,Capcom Co. Ltd,29.99,2012
Sigma Team Inc.,Sigma Team Inc.,9.99,2012
Positech Games,Positech Games,9.99,2012
Giants Software,Giants Software,6.99,2012
Days of Wonder,"Days of Wonder, Asmodee Digital",5.99,2012
Days of Wonder,"Days of Wonder, Asmodee Digital",9.99,2012
virtualRailroads,Dovetail Games - Trains,19.99,2012
Dovetail Games,Dovetail Games - Trains,3.99,2012
Nihon Falcom,XSEED Games,19.99,2012
Trendy Entertainment,Trendy Entertainment,1.99,2012
Rockstar Studios,Rockstar Games,14.99,2012
Rockstar Studios,Rockstar Games,19.99,2012
Devil's Details,SEGA,1.99,2012
Devil's Details,SEGA,1.99,2012
Eden Industries,Eden Industries,0.99,2012
"Gaslamp Games, Inc.","Gaslamp Games, Inc.",,2012
"Standing Stone Games, LLC","Standing Stone Games, LLC",Play for Free!,2012
Cipher Prime Studios,Cipher Prime Studios,9.99,2012
BlinkWorks Media,BlinkWorks Media,9.99,2012
Fatshark,Fatshark,14.99,2012
TT Games,Warner Bros. Interactive Entertainment,19.99,2012
Airtight Games,"SQUARE ENIX, Eidos Interactive",2.99,2012
Nexon,Nexon America Inc.,Free,2012
Rebellion,Rebellion,7.99,2012
"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)","Activision, Aspyr (Mac)",14.99,2012
Zeboyd Games,"Penny Arcade, Inc.",4.99,2012
Daedalic Entertainment,Daedalic Entertainment,19.99,2012
"Standing Stone Games, LLC","Standing Stone Games, LLC",34.99,2012
"Standing Stone Games, LLC","Standing Stone Games, LLC",Play for Free!,2012
"Ubisoft Paris,Red Storm Entertainment",Ubisoft,19.99,2012
Paradox Development Studio,Paradox Interactive,1.99,2012
Paradox Development Studio,Paradox Interactive,9.99,2012
Airtight Games,Square Enix,8.99,2012
Hi-Rez Studios,Hi-Rez Studios,Free,2012
Tripwire Interactive,Tripwire Interactive,4.99,2012
Larian Studios,Larian Studios,5.99,2002
Paradox Development Studio,Paradox Interactive,1.99,2012
"WXP Games, LLC","WXP Games, LLC",1.99,2012
Sakari Indie &amp; GriN,Sakari Games,6.99,2012
Trendy Entertainment,Trendy Entertainment,3.99,2012
Valve,Valve,,2012
Stainless Games,Wizards of the Coast LLC,0.99,2012
Stainless Games,Wizards of the Coast LLC,0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
Stainless Games,Wizards of the Coast LLC,0.99,2012
Stainless Games,Wizards of the Coast LLC,0.99,2012
Flying Wild Hog,Good Shepherd Entertainment,,2012
Grey Havens,,39.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
Limbic Entertainment GmhH,Ubisoft,9.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc",Capcom,0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",0.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",12.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",2.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",2.99,2012
Overhaul Games,Interplay Inc.,14.99,2012
Sidhe,PikPok,2.99,2012
KING Art,THQ Nordic,9.99,2012
Paradox Development Studio,Paradox Interactive,0.99,2012
KING Art,THQ Nordic,19.99,2012
Paradox Development Studio,Paradox Interactive,1.99,2012
"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",12.99,2012
Misfits Attic,Misfits Attic,9.99,2012
Tennen-sozai,Nyu Media,5.99,2012
Misfits Attic,Misfits Attic,2.99,2012
Tennen-sozai,Nyu Media,5.99,2012
Days of Wonder,"Days of Wonder, Asmodee Digital",1.99,2012
"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd.",Remedy Entertainment Ltd.,9.99,2012
Dovetail Games,Dovetail Games - Trains,12.99,2012
United Front Games,"SQUARE ENIX, Eidos Interactive",2.99,2012
Dovetail Games,Dovetail Games - Trains,8.99,2012
Tripwire Interactive,Tripwire Interactive,4.99,2012
Robot Entertainment,Robot Entertainment,4.99,2012
Dovetail Games,Dovetail Games - Trains,8.99,2012
Double Fine Productions,Double Fine Productions,14.99,2012
United Front Games,"SQUARE ENIX, Eidos Interactive",1.99,2012
United Front Games,"SQUARE ENIX, Eidos Interactive",1.99,2012
United Front Games,"SQUARE ENIX, Eidos Interactive",,2012
Fishlabs Entertainment GmbH,bitComposer Games,7.99,2012
Valve,Valve,14.99,2012
United Front Games,Square Enix,74.76,1900
